,,Relaxed/Lambda Match Statistics
,Precission,0.2175032175032175
,Recall,0.6190476190476191
,F1,0.3219047619047619
,
,Relaxed/Lambda Matches (True Positives)
Man Id,Dist. Geometric,Man Interval,Auto Interval,Dist. Edit,Man Text,Auto Text,Man Features,Auto Features
6,26.248809496813376,"42, 65","25, 85",37,part of the Yahoo group,29 and have been part of the Yahoo group for about 6 months.,attribute,attribute
1,0.0,"20, 21","20, 21",0,I,I,carrier,carrier
2,0.0,"22, 24","22, 24",0,am,am,main,main
165,12.041594578792296,"32, 84","20, 85",13,have been part of the Yahoo group for about 6 months,I am 29 and have been part of the Yahoo group for about 6 months.,attributive,attributive
165,12.041594578792296,"32, 84","20, 85",13,have been part of the Yahoo group for about 6 months,I am 29 and have been part of the Yahoo group for about 6 months.,relational,relational
9,0.0,"93, 102","93, 102",0,your post,your post,range,range
251,0.0,"137, 140","137, 140",0,you,you,agent,agent
254,1.0,"132, 151","132, 152",1,what you are saying,what you are saying.,mental,mental
12,25.019992006393608,"107, 151","132, 152",26,understand many parts of what you are saying,what you are saying.,two-role-cognition,two-role-cognition
254,1.0,"132, 151","132, 152",1,what you are saying,what you are saying.,three-role-cognition,three-role-cognition
7,0.0,"86, 87","86, 87",0,I,I,agent,agent
10,0.0,"107, 117","107, 117",0,understand,understand,main,main
253,0.0,"145, 151","145, 151",0,saying,saying,main,main
197,0.0,"132, 136","132, 136",0,what,what,phenomenon,phenomenon
8,0.0,"88, 92","88, 92",0,read,read,main,main
18,0.0,"160, 165","160, 165",0,lived,lived,main,main
13,1.0,"153, 196","153, 197",1,I have lived most of my twenties overweight,I have lived most of my twenties overweight.,relational,relational
16,0.0,"153, 154","153, 154",0,I,I,carrier,carrier
231,0.0,"265, 266","265, 266",0,I,I,carrier,carrier
24,2.0,"283, 284","281, 284",2,I,", I",agent-cognizant,agent-cognizant
25,0.0,"285, 292","285, 292",0,decided,decided,main,main
232,0.0,"267, 270","267, 270",0,was,was,main,main
14,29.0,"198, 281","198, 310",29,After a 4-year-relationship with someone who reminded me every day I was overweight,"After a 4-year-relationship with someone who reminded me every day I was overweight, I decided to get on a diet.",mental,mental
15,85.00588214941364,"283, 309","198, 310",86,I decided to get on a diet,"After a 4-year-relationship with someone who reminded me every day I was overweight, I decided to get on a diet.",two-role-cognition,two-role-cognition
26,1.0,"293, 309","293, 310",1,to get on a diet,to get on a diet.,phenomenon,phenomenon
21,0.0,"243, 251","243, 251",0,reminded,reminded,main,main
23,61.0,"265, 281","204, 281",61,I was overweight,a 4-year-relationship with someone who reminded me every day I was overweight,phenomenon,phenomenon
22,55.072679252057455,"252, 254","204, 281",75,me,a 4-year-relationship with someone who reminded me every day I was overweight,affected-cognizant,affected-cognizant
28,0.0,"314, 321","314, 321",0,started,started,main,main
27,0.0,"311, 313","311, 313",0,It,It,agent,agent
167,1.0,"311, 339","311, 340",1,It started innocently enough,It started innocently enough.,action,action
168,1.0,"341, 385","341, 386",1,Someone I knew lost 150 pounds on the Atkins,Someone I knew lost 150 pounds on the Atkins.,possessive,possessive
31,0.0,"356, 360","356, 360",0,lost,lost,main,main
32,0.0,"361, 371","361, 371",0,150 pounds,150 pounds,affected-possessed,affected-possessed
30,0.0,"341, 355","341, 355",0,Someone I knew,Someone I knew,affected-carrier,affected-carrier
169,1.0,"387, 457","387, 458",1,I have read that for many it starts with a simple diet that goes wrong,I have read that for many it starts with a simple diet that goes wrong.,mental,mental
37,0.0,"416, 422","416, 422",0,starts,starts,main,main
35,0.0,"394, 398","394, 398",0,read,read,main,main
36,0.0,"413, 415","413, 415",0,it,it,created-phenomenon,created-phenomenon
38,5.0990195135927845,"404, 457","399, 458",6,for many it starts with a simple diet that goes wrong,that for many it starts with a simple diet that goes wrong.,action,action
29,5.0990195135927845,"404, 457","399, 458",6,for many it starts with a simple diet that goes wrong,that for many it starts with a simple diet that goes wrong.,phenomenon,phenomenon
33,0.0,"387, 388","387, 388",0,I,I,agent-perceiver,agent-perceiver
44,6.082762530298219,"472, 481","466, 482",7,80 pounds,about 80 pounds.,affected-possessed,affected-possessed
42,0.0,"459, 460","459, 460",0,I,I,affected-carrier,affected-carrier
172,1.0,"459, 481","459, 482",1,I lost about 80 pounds,I lost about 80 pounds.,possessive,possessive
43,0.0,"461, 465","461, 465",0,lost,lost,main,main
46,0.0,"490, 503","490, 503",0,congratulated,congratulated,main,main
49,0.0,"515, 524","515, 524",0,plateaued,plateaued,main,main
53,1.0,"548, 561","548, 562",1,another pound,another pound.,affected-possessed,affected-possessed
50,0.0,"526, 527","526, 527",0,I,I,agent-carrier,agent-carrier
52,4.0,"543, 547","539, 547",4,lose,not lose,main,main
170,0.0,"578, 588","578, 588",0,I was fine,I was fine,attributive,attributive
170,0.0,"578, 588","578, 588",0,I was fine,I was fine,relational,relational
40,0.0,"580, 583","580, 583",0,was,was,main,main
54,0.0,"563, 569","563, 569",0,People,People,agent,agent
60,4.0,"604, 608","600, 608",4,want,not want,main,main
39,0.0,"578, 579","578, 579",0,I,I,carrier,carrier
177,4.123105625617661,"594, 619","590, 620",5,I did not want to be fine,but I did not want to be fine.,mental,mental
176,11.0,"563, 588","563, 577",11,People told me I was fine,People told me,mental,mental
41,0.0,"584, 588","584, 588",0,fine,fine,attribute,attribute
58,0.0,"594, 595","594, 595",0,I,I,emoter,emoter
61,1.0,"609, 619","609, 620",1,to be fine,to be fine.,phenomenon,phenomenon
55,0.0,"570, 574","570, 574",0,told,told,main,main
63,0.0,"623, 627","623, 627",0,knew,knew,main,main
204,21.0,"649, 674","628, 674",21,I still had bulges of fat,that without clothes I still had bulges of fat,relational,relational
204,21.0,"649, 674","628, 674",21,I still had bulges of fat,that without clothes I still had bulges of fat,possessive,possessive
64,5.0,"633, 674","628, 674",5,without clothes I still had bulges of fat,that without clothes I still had bulges of fat,phenomenon,phenomenon
202,0.0,"657, 660","657, 660",0,had,had,main,main
65,0.0,"679, 681","679, 681",0,it,it,agent,agent
66,0.0,"682, 690","682, 690",0,bothered,bothered,main,main
67,1.0,"691, 693","691, 694",1,me,me.,affected,affected
178,0.0,"621, 674","621, 674",0,I knew that without clothes I still had bulges of fat,I knew that without clothes I still had bulges of fat,mental,mental
178,0.0,"621, 674","621, 674",0,I knew that without clothes I still had bulges of fat,I knew that without clothes I still had bulges of fat,two-role-cognition,two-role-cognition
203,0.0,"661, 674","661, 674",0,bulges of fat,bulges of fat,possessed,possessed
62,0.0,"621, 622","621, 622",0,I,I,cognizant,cognizant
179,4.123105625617661,"679, 693","675, 694",5,it bothered me,and it bothered me.,action,action
201,0.0,"649, 650","649, 650",0,I,I,carrier,carrier
69,0.0,"710, 717","710, 717",0,started,started,main,main
235,0.0,"700, 702","700, 702",0,is,is,main,main
77,0.0,"769, 785","769, 785",0,I felt were safe,I felt were safe,mental,mental
76,0.0,"776, 785","776, 785",0,were safe,were safe,phenomenon,phenomenon
180,23.0,"745, 785","745, 808",23,I started picking foods I felt were safe,I started picking foods I felt were safe and then purging them.,influential,influential
72,0.0,"745, 746","745, 746",0,I,I,agent,agent
73,0.0,"747, 754","747, 754",0,started,started,main,main
75,0.0,"795, 802","795, 802",0,purging,purging,main,main
74,23.0,"755, 785","755, 808",23,picking foods I felt were safe,picking foods I felt were safe and then purging them.,phenomenon,phenomenon
206,0.0,"771, 775","771, 775",0,felt,felt,main,main
209,0.0,"820, 823","820, 823",0,was,was,main,main
80,0.0,"847, 850","847, 850",0,get,get,main,main
183,27.202941017470888,"832, 871","840, 897",34,some of it did get into my blood stream,it did get into my blood stream at least it was low carb.,directional,directional
187,24.020824298928627,"966, 1001","990, 1002",25,all the programs seemed to be women,to be women.,attributive,attributive
187,24.020824298928627,"966, 1001","990, 1002",25,all the programs seemed to be women,to be women.,relational,relational
94,1.0,"996, 1001","996, 1002",1,women,women.,attribute,attribute
238,3.0,"993, 995","990, 995",3,be,to be,main,main
87,0.0,"910, 914","910, 914",0,been,been,main,main
188,1.0,"1003, 1097","1003, 1098",1,I did not want to go to a support group surrounded by women sharing thoughts of chocolate cake,I did not want to go to a support group surrounded by women sharing thoughts of chocolate cake.,mental,mental
97,4.0,"1013, 1017","1009, 1017",4,want,not want,main,main
98,1.0,"1018, 1097","1018, 1098",1,to go to a support group surrounded by women sharing thoughts of chocolate cake,to go to a support group surrounded by women sharing thoughts of chocolate cake.,phenomenon,phenomenon
95,0.0,"1003, 1004","1003, 1004",0,I,I,emoter,emoter
103,0.0,"1099, 1133","1099, 1133",0,I told a few friends I was bulimic,I told a few friends I was bulimic,mental,mental
100,0.0,"1101, 1105","1101, 1105",0,told,told,main,main
106,1.0,"1152, 1177","1152, 1178",1,two interesting reactions,two interesting reactions.,phenomenon,phenomenon
239,0.0,"1120, 1121","1120, 1121",0,I,I,carrier,carrier
104,0.0,"1138, 1139","1138, 1139",0,I,I,perceiver,perceiver
240,0.0,"1122, 1125","1122, 1125",0,was,was,main,main
241,0.0,"1126, 1133","1126, 1133",0,bulimic,bulimic,attribute,attribute
105,0.0,"1140, 1151","1140, 1151",0,experienced,experienced,main,main
102,14.0,"1120, 1133","1106, 1133",14,I was bulimic,a few friends I was bulimic,phenomenon,phenomenon
242,0.0,"1120, 1133","1120, 1133",0,I was bulimic,I was bulimic,attributive,attributive
242,0.0,"1120, 1133","1120, 1133",0,I was bulimic,I was bulimic,relational,relational
189,4.123105625617661,"1138, 1177","1134, 1178",5,I experienced two interesting reactions,and I experienced two interesting reactions.,mental,mental
189,4.123105625617661,"1138, 1177","1134, 1178",5,I experienced two interesting reactions,and I experienced two interesting reactions.,two-role-perception,two-role-perception
99,0.0,"1099, 1100","1099, 1100",0,I,I,agent,agent
192,26.30589287593181,"1223, 1259","1197, 1263",30,starving yourself doesn't seem silly,I was being silly ( funny starving yourself doesn't seem silly ) .,relational,relational
115,0.0,"1254, 1259","1254, 1259",0,silly,silly,attribute,attribute
214,0.0,"1209, 1214","1209, 1214",0,silly,silly,attribute,attribute
213,0.0,"1203, 1208","1203, 1208",0,being,being,main,main
112,9.0,"1223, 1240","1232, 1240",9,starving yourself,yourself,carrier,carrier
114,4.0,"1249, 1253","1245, 1253",4,seem,n't seem,main,main
108,0.0,"1189, 1193","1189, 1193",0,told,told,main,main
192,9.0,"1223, 1259","1232, 1259",9,starving yourself doesn't seem silly,yourself doesn't seem silly,attributive,attributive
211,0.0,"1197, 1198","1197, 1198",0,I,I,carrier,carrier
121,0.0,"1316, 1318","1316, 1318",0,am,am,main,main
117,0.0,"1275, 1282","1275, 1282",0,started,started,main,main
219,0.0,"1391, 1412","1391, 1412",0,I have a bulimic past,I have a bulimic past,relational,relational
219,0.0,"1391, 1412","1391, 1412",0,I have a bulimic past,I have a bulimic past,possessive,possessive
223,1.0,"1434, 1460","1434, 1461",1,I have a sensitive stomach,I have a sensitive stomach.,relational,relational
223,1.0,"1434, 1460","1434, 1461",1,I have a sensitive stomach,I have a sensitive stomach.,possessive,possessive
220,0.0,"1434, 1435","1434, 1435",0,I,I,carrier,carrier
128,7.0710678118654755,"1434, 1460","1441, 1461",8,I have a sensitive stomach,a sensitive stomach.,phenomenon,phenomenon
222,1.0,"1441, 1460","1441, 1461",1,a sensitive stomach,a sensitive stomach.,possessed,possessed
125,7.0,"1391, 1412","1398, 1412",7,I have a bulimic past,a bulimic past,phenomenon,phenomenon
218,0.0,"1398, 1412","1398, 1412",0,a bulimic past,a bulimic past,possessed,possessed
216,0.0,"1391, 1392","1391, 1392",0,I,I,carrier,carrier
217,0.0,"1393, 1397","1393, 1397",0,have,have,main,main
127,0.0,"1428, 1433","1428, 1433",0,think,think,main,main
221,0.0,"1436, 1440","1436, 1440",0,have,have,main,main
124,0.0,"1386, 1390","1386, 1390",0,know,know,main,main
131,1.0,"1469, 1502","1469, 1503",1,I may have done damage to my body,I may have done damage to my body.,phenomenon,phenomenon
227,11.180339887498949,"1480, 1494","1475, 1484",10,done damage to,have done,main,main
196,1.0,"1462, 1502","1462, 1503",1,I know I may have done damage to my body,I know I may have done damage to my body.,mental,mental
196,1.0,"1462, 1502","1462, 1503",1,I know I may have done damage to my body,I know I may have done damage to my body.,two-role-cognition,two-role-cognition
130,0.0,"1464, 1468","1464, 1468",0,know,know,main,main
224,0.0,"1469, 1470","1469, 1470",0,I,I,agent,agent
129,0.0,"1462, 1463","1462, 1463",0,I,I,cognizant,cognizant
243,0.0,"1546, 1550","1546, 1550",0,want,want,main,main
136,0.0,"1528, 1532","1528, 1532",0,food,food,affected-carrier,affected-carrier
245,5.0990195135927845,"1544, 1553","1539, 1554",6,I want to,when I want to.,mental,mental
135,4.0,"1523, 1527","1519, 1527",4,keep,n't keep,main,main
132,0.0,"1533, 1538","1533, 1538",0,in me,in me,location,location
133,0.0,"1515, 1516","1515, 1516",0,I,I,agent,agent
228,0.0,"1544, 1545","1544, 1545",0,I,I,emoter,emoter
142,0.0,"1605, 1611","1605, 1611",0,become,become,main,main
140,0.0,"1583, 1589","1583, 1589",0,scared,scared,main,main
198,0.0,"1623, 1648","1623, 1648",0,I understand how you feel,I understand how you feel,mental,mental
198,0.0,"1623, 1648","1623, 1648",0,I understand how you feel,I understand how you feel,two-role-cognition,two-role-cognition
249,0.0,"1636, 1648","1636, 1648",0,how you feel,how you feel,attributive,attributive
154,4.0,"1718, 1722","1714, 1722",4,want,not want,main,main
246,0.0,"1636, 1639","1636, 1639",0,how,how,attribute,attribute
146,0.0,"1623, 1624","1623, 1624",0,I,I,cognizant,cognizant
147,0.0,"1625, 1635","1625, 1635",0,understand,understand,main,main
248,0.0,"1644, 1648","1644, 1648",0,feel,feel,main,main
150,5.0,"1667, 1679","1667, 1674",5,suffers from,suffers,main,main
247,0.0,"1640, 1643","1640, 1643",0,you,you,carrier,carrier
148,0.0,"1636, 1648","1636, 1648",0,how you feel,how you feel,phenomenon,phenomenon
157,1.0,"1740, 1741","1739, 1741",1,s,'s,main,main
163,1.0,"1862, 1883","1862, 1884",1,This really does suck,This really does suck.,action,action
159,0.0,"1862, 1866","1862, 1866",0,This,This,agent,agent
191,45.617978911828175,"1217, 1222","1197, 1263",61,funny,I was being silly ( funny starving yourself doesn't seem silly ) .,attributive,attributive
,
,Manual mismatching all parsed (False Negative)
164,"20, 27",I am 29,relational
164,"20, 27",I am 29,attributive
3,"25, 27",29,attribute
5,"37, 41",been,main
166,"86, 102",I read your post,action
12,"107, 151",understand many parts of what you are saying,mental
11,"118, 151",many parts of what you are saying,phenomenon
13,"153, 196",I have lived most of my twenties overweight,attributive
19,"186, 196",overweight,attribute
14,"198, 281",After a 4-year-relationship with someone who reminded me every day I was overweight,three-role-cognition
20,"239, 242",who,agent
234,"265, 281",I was overweight,relational
234,"265, 281",I was overweight,attributive
233,"271, 281",overweight,attribute
15,"283, 309",I decided to get on a diet,mental
168,"341, 385",Someone I knew lost 150 pounds on the Atkins,relational
169,"387, 457",I have read that for many it starts with a simple diet that goes wrong,three-role-perception
172,"459, 481",I lost about 80 pounds,relational
173,"483, 506",People congratulated me,action
45,"483, 489",People,agent
47,"504, 506",me,affected
174,"513, 524",I plateaued,action
48,"513, 514",I,agent
175,"526, 561",I just could not lose another pound,relational
175,"526, 561",I just could not lose another pound,possessive
176,"563, 588",People told me I was fine,three-role-cognition
56,"575, 577",me,affected-cognizant
57,"578, 588",I was fine,phenomenon
237,"695, 743",Here is when I started to go down the wrong path,event-relating
171,"695, 699",Here,carrier
236,"703, 743",when I started to go down the wrong path,phenomenon
71,"708, 743",I started to go down the wrong path,influential
68,"708, 709",I,agent
70,"718, 743",to go down the wrong path,phenomenon
77,"769, 785",I felt were safe,two-role-cognition
205,"769, 770",I,cognizant
182,"795, 807",purging them,action
181,"803, 807",them,affected
210,"809, 896",My thought was even if some of it did get into my blood stream at least it was low carb,event-relating
208,"809, 819",My thought,carrier
207,"824, 896",even if some of it did get into my blood stream at least it was low carb,phenomenon
183,"832, 871",some of it did get into my blood stream,relational
78,"832, 842",some of it,affected-carrier
81,"851, 871",into my blood stream,destination
184,"881, 896",it was low carb,relational
184,"881, 896",it was low carb,attributive
82,"881, 883",it,carrier
83,"884, 887",was,main
84,"888, 896",low carb,attribute
185,"898, 928",Purging has been a big problem,relational
185,"898, 928",Purging has been a big problem,attributive
85,"898, 905",Purging,carrier
88,"915, 928",a big problem,attribute
186,"938, 964",I started to look for help,influential
89,"938, 939",I,agent
90,"940, 947",started,main
91,"948, 964",to look for help,phenomenon
92,"966, 982",all the programs,carrier
103,"1099, 1133",I told a few friends I was bulimic,three-role-cognition
101,"1106, 1119",a few friends,affected-cognizant
190,"1179, 1214",Many just told me I was being silly,mental
190,"1179, 1214",Many just told me I was being silly,three-role-cognition
107,"1179, 1183",Many,agent
109,"1194, 1196",me,affected-cognizant
110,"1197, 1214",I was being silly,phenomenon
215,"1197, 1214",I was being silly,relational
215,"1197, 1214",I was being silly,attributive
111,"1217, 1222",funny,attribute
191,"1217, 1222",funny,relational
119,"1268, 1305",others started to watch me to closely,influential
116,"1268, 1274",others,agent
118,"1283, 1305",to watch me to closely,phenomenon
193,"1310, 1379",now I am a master at hiding my habits even from both of my room mates,relational
193,"1310, 1379",now I am a master at hiding my habits even from both of my room mates,attributive
120,"1314, 1315",I,carrier
122,"1319, 1379",a master at hiding my habits even from both of my room mates,attribute
194,"1381, 1412",They know I have a bulimic past,mental
194,"1381, 1412",They know I have a bulimic past,two-role-cognition
123,"1381, 1385",They,cognizant
195,"1418, 1460",they just think I have a sensitive stomach,mental
195,"1418, 1460",they just think I have a sensitive stomach,two-role-cognition
126,"1418, 1422",they,cognizant
230,"1469, 1502",I may have done damage to my body,action
229,"1495, 1502",my body,affected
137,"1504, 1553",Many times I can't keep food in me when I want to,relational
137,"1504, 1553",Many times I can't keep food in me when I want to,locational
244,"1551, 1553",to,phenomenon
144,"1577, 1600",I get scared to give up,mental
138,"1577, 1578",I,emoter
141,"1590, 1600",to give up,phenomenon
145,"1605, 1621",become fat again,relational
145,"1605, 1621",become fat again,attributive
143,"1612, 1615",fat,attribute
249,"1636, 1648",how you feel,relational
199,"1655, 1684",part of you suffers from this,mental
149,"1655, 1666",part of you,emoter
151,"1680, 1684",this,phenomenon
200,"1689, 1735",another part of you does not want to change it,mental
152,"1689, 1708",another part of you,emoter
155,"1723, 1735",to change it,phenomenon
162,"1737, 1860",It's almost like its better to live with the problem than to face the consequences of changing your behaviour and your life,event-relating
156,"1737, 1739",It,carrier
158,"1754, 1860",its better to live with the problem than to face the consequences of changing your behaviour and your life,phenomenon
161,"1879, 1883",suck,main
,
,Parsed mismatching all manual (False Positives)
25,"25, 85",29 and have been part of the Yahoo group for about 6 months.,location
20,"20, 21",I,affected-carrier
20,"20, 21",I,agent-carrier
20,"20, 85",I am 29 and have been part of the Yahoo group for about 6 months.,process
20,"20, 85",I am 29 and have been part of the Yahoo group for about 6 months.,locational
93,"93, 102",your post,phenomenon
93,"93, 102",your post,created-phenomenon
137,"137, 140",you,cognizant
137,"137, 140",you,agent-cognizant
137,"137, 140",you,affected-cognizant
137,"137, 140",you,agent-carrier
137,"137, 140",you,agent-perceiver
137,"137, 140",you,perceiver
132,"132, 152",what you are saying.,process
132,"132, 152",what you are saying.,two-role-perception
132,"132, 152",what you are saying.,two-role-action
132,"132, 152",what you are saying.,action
86,"86, 87",I,agent-cognizant
86,"86, 87",I,agent-carrier
86,"86, 87",I,agent-perceiver
86,"86, 87",I,perceiver
132,"132, 136",what,created-phenomenon
132,"132, 136",what,range
86,"86, 102",I read your post,process
86,"86, 102",I read your post,mental
86,"86, 102",I read your post,two-role-perception
86,"86, 102",I read your post,three-role-cognition
86,"86, 102",I read your post,two-role-action
166,"166, 197",most of my twenties overweight.,location
153,"153, 197",I have lived most of my twenties overweight.,process
153,"153, 197",I have lived most of my twenties overweight.,locational
153,"153, 154",I,affected-carrier
153,"153, 154",I,agent-carrier
265,"265, 266",I,affected-emoter
265,"265, 266",I,agent
265,"265, 266",I,affected-path
265,"265, 266",I,affected-perceiver
265,"265, 266",I,affected-cognizant
265,"265, 266",I,affected-carrier
265,"265, 266",I,affected-destination
265,"265, 266",I,affected
265,"265, 266",I,agent-carrier
265,"265, 266",I,affected-possessed
265,"265, 266",I,agent-perceiver
265,"265, 266",I,affected-source
265,"265, 266",I,perceiver
281,"281, 284",", I",agent
281,"281, 284",", I",cognizant
281,"281, 284",", I",agent-carrier
281,"281, 284",", I",agent-perceiver
300,"300, 310",on a diet.,destination
300,"300, 310",on a diet.,affected-destination
300,"300, 310",on a diet.,affected-possessed
300,"300, 310",on a diet.,possessed
198,"198, 310","After a 4-year-relationship with someone who reminded me every day I was overweight, I decided to get on a diet.",process
198,"198, 310","After a 4-year-relationship with someone who reminded me every day I was overweight, I decided to get on a diet.",two-role-action
293,"293, 310",to get on a diet.,created-phenomenon
265,"265, 270",I was,process
265,"265, 270",I was,locational
265,"265, 270",I was,action
265,"265, 270",I was,one-role-action
293,"293, 310",to get on a diet.,process
293,"293, 310",to get on a diet.,directional
293,"293, 310",to get on a diet.,possessive
293,"293, 310",to get on a diet.,action
293,"293, 310",to get on a diet.,one-role-action
293,"293, 299",to get,main
204,"204, 281",a 4-year-relationship with someone who reminded me every day I was overweight,affected-emoter
204,"204, 281",a 4-year-relationship with someone who reminded me every day I was overweight,created-phenomenon
204,"204, 281",a 4-year-relationship with someone who reminded me every day I was overweight,affected-path
204,"204, 281",a 4-year-relationship with someone who reminded me every day I was overweight,affected-perceiver
204,"204, 281",a 4-year-relationship with someone who reminded me every day I was overweight,affected-carrier
204,"204, 281",a 4-year-relationship with someone who reminded me every day I was overweight,affected-destination
204,"204, 281",a 4-year-relationship with someone who reminded me every day I was overweight,affected
204,"204, 281",a 4-year-relationship with someone who reminded me every day I was overweight,affected-possessed
204,"204, 281",a 4-year-relationship with someone who reminded me every day I was overweight,affected-source
311,"311, 313",It,affected-emoter
311,"311, 313",It,affected-path
311,"311, 313",It,affected-perceiver
311,"311, 313",It,agent-cognizant
311,"311, 313",It,affected-cognizant
311,"311, 313",It,affected-carrier
311,"311, 313",It,affected-destination
311,"311, 313",It,affected
311,"311, 313",It,agent-carrier
311,"311, 313",It,affected-possessed
